ModelName,Carrier,Storage,Color,Value,ItemDescription
iPhone X,verizon,64 GB,silver,550,"Phone works perfectly!  Very well taken care of phone, never droppped.  No cracks or dents-- screen has a few minor blemishes and the phone looks new!  You will love this phone."
iPhone 7,at&t,256 GB,black,102.5,"IMPORTANT: the proximity sensor MAY OR MAY NOT BE BROKEN. I tried to test for it but could not figure out how. The reason I say it might be is the last time this phone was sold, it was returned because they thought the proximity sensor was broken. Again, this phone is sold AS IS. Bid at your own risk!"
iPhone 8,sprint,64 GB,gold,222.5,Please read the description below for exact details about the issues with this device. The device has the following issues: Cracked Screen
iPhone 6s Plus,sprint,64 GB,space gray,86,"Please read the description below for exact details about the issues with this device. The device has the following issues: Aftermarket LCD, Cracked Screen, LCD Damage"
iPhone 6,sprint,16 GB,gray,67,"Product is in good overall cosmetic condition but shows signs of use.  The housing and display have no major flaws, but some scratches are visible. Display Lens Wear - Light, Light iPhone Halo, Housing Wear - Light. This item has been professionally tested and is guaranteed to be completely functional."
iPhone 6s,verizon,16 GB,gold,117.5,"Product is in good overall cosmetic condition but shows signs of use.  The housing and display have no major flaws, but some scratches are visible. Housing Wear - Moderate, Display Lens Wear - Light. This item has been professionally tested and is guaranteed to be completely functional."
iPhone 6s,at&t,16 GB,space gray,100,"Product shows signs of heavy wear and frequent use.  Cosmetic flaws may include scratches, scuffs, and/or dents, and the display may have clearly visible scratching or scuffing. Display Lens Wear - Heavy, Light iPhone Halo, Housing Wear - Light. This item has been professionally tested and is guaranteed to be completely functional."
iPhone 6s,verizon,16 GB,silver,97,"Product shows signs of heavy wear and frequent use.  Cosmetic flaws may include scratches, scuffs, and/or dents, and the display may have clearly visible scratching or scuffing. Heavy Dead Pixels/Bright Spots/Screen Burn, Display Lens Wear - Light, Housing Wear - Light. This item has been professionally tested and is guaranteed to be completely functional."
iPhone 8 Plus,unlocked,64 GB,space gray,544,"In great condition. Has had a tempered glass screen protector, and a case on it the entire time. In like new condition."
iPhone 6s,sprint,16 GB,rose gold,112.5,"Used smartphone in excellent condition, no scratches cracks or chips on screen or paint. Works great and comes with charger and cable!"
iPhone 7,unlocked,128 GB,black,201.5,This is a used good condition device which shows a sign of normal use with Scratches and Scuffs.The device has been tested by our internal Certified QC using Certified Software. The device has been reset to the Original setting.Icloud account removed.
iPhone 8 Plus,sprint,64 GB,gold,214,This product is in Good cosmetic condition. On the body and edges one can see some scratches and scuffs throughout as well as some scuffs and marks around the edges. There are also some scratches on the screen. Overall this product is in Good cosmetic condition. Please see images. This product has been tested and is NOT working properly due to a bad ESN number.
iPhone 8 Plus,sprint,64 GB,silver,213.5,This product is in Good cosmetic condition. On the body and edges one can see some scratches and scuffs throughout as well as some scuffs and marks around the edges. There are also some scratches on the screen. Overall this product is in Good cosmetic condition. Please see images. This product has been tested and is NOT working properly due to a bad ESN number.
iPhone XR,t-mobile,64 GB,black,329,This product is in Good cosmetic condition. On the body and edges one can see some scratches and scuffs throughout as well as some scuffs and marks around the edges. There are also some scratches on the screen. Overall this product is in Good cosmetic condition. Please see images. This product has been tested and is NOT working properly due to a bad ESN number.
iPhone 6s,unlocked,16 GB,space gray,104.5,This is a used good condition device which shows a sign of normal use with Scratches and maybe Scuffs.The device has been tested by our internal Certified QC using Certified Software. The device has been reset to the original setting.No Icloud account linked to the device.
iPhone 7,unlocked,32 GB,black,135,"Please read the description below for exact details about the issues with this device. The device has the following issues: Aftermarket LCD, LCD Damage"
iPhone 5s,unlocked,16 GB,gray,50,"Gently Used - Tested Working and functional. Unit will have minor scuffs, dents and scratches. Comes with Charge Cable. Unit is UNLOCKED to be USED WORLDWIDE on ANY GSM Network. NOTE: Our Listings only include items as pictured - Please do not assume any item is included if its not pictured. We will try our best to picture all items included in this listing as well as its cosmetic condition."
iPhone 7 Plus,sprint,128 GB,black,188,This product is in Good cosmetic condition. On the body and edges one can see some scratches and scuffs throughout as well as some scuffs and marks around the edges. There are also some scratches on the screen. Overall this product is in Good cosmetic condition. Please see images. This product has been tested and is NOT working properly due to a bad ESN number.
iPhone 7 Plus,sprint,128 GB,rose gold,188,This product is in Good cosmetic condition. On the body and edges one can see some scratches and scuffs throughout as well as some scuffs and marks around the edges. There are also some scratches on the screen. Overall this product is in Good cosmetic condition. Please see images. This product has been tested and is NOT working properly due to a bad ESN number.
iPhone 7,unlocked,128 GB,silver,208,This is a used good condition device which shows a sign of normal use with Scratches and Scuffs.The device has been tested by our internal Certified QC using Certified Software. The device has been reset to the Original setting.Icloud account removed.
iPhone XR,sprint,64 GB,blue,305,This product is in Good cosmetic condition. On the body and edges one can see some scratches and scuffs throughout as well as some scuffs and marks around the edges. There are also some scratches on the screen. Overall this product is in Good cosmetic condition. Please see images. This product has been tested and is NOT working properly due to a bad ESN number.
iPhone 8,sprint,64 GB,silver,368,"This product is in Good cosmetic condition. On the body and edges one can see some scratches and scuffs throughout as well as some scuffs and marks around the edges. There are also some scratches on the screen as well as many cracks along the back of the device. Overall this product is in Good cosmetic condition. Please see images. This product has been tested and is NOT working properly due to a bad ESN number, the device having many cracks along the backside, and the speaker producing a static like sound."
iPhone 8 Plus,at&t,64 GB,space gray,305,This product is in Good cosmetic condition. On the body and edges one can see some scratches and scuffs throughout as well as some scuffs and marks around the edges. There are also some scratches on the screen. Overall this product is in Good cosmetic condition. Please see images. This product has been tested and is NOT working properly due to a bad ESN number.
iPhone 8 Plus,at&t,64 GB,red,285,This product is in Good cosmetic condition. On the body and edges one can see some scratches and scuffs throughout as well as some scuffs and marks around the edges. There are also some scratches on the screen. Overall this product is in Good cosmetic condition. Please see images. This product has been tested and is NOT working properly due to a bad ESN number.
iPhone 8,unlocked,64 GB,space gray,336,This is a used good condition device which shows a sign of normal use with Scratches and maybe Scuffs.The device has been tested by our internal Certified QC using Certified Software. The device has been reset to the original setting.No Icloud account linked to the device.( You can sign in to your iCloud account)
iPhone 7,at&t,128 GB,silver,128.5,"This product is in Great cosmetic condition. There is no damage or crack on screen, the display is in excellent condition, however, there are some minor scratches on screen glass. The housing is in perfect condition. Overall this product is in excellent cosmetic condition. Please see images. This is original AT&T phone and has been unlocked with good ESN, the cellphone seems to have speaker or mic issue, or maybe other calling issues. It is listed for parts only, not for return as the final sale."
iPhone 8,unlocked,64 GB,gold,247.5,Please read the description below for exact details about the issues with this device. The device has the following issues: Cracked Screen
iPhone 7,unlocked,128 GB,rose gold,163.5,"Please read the description below for exact details about the issues with this device. The device has the following issues: LCD Damage, Poor Battery"
iPhone Xs Max,verizon,64 GB,gold,810,"This unit has been data wiped and restored to factory settings. This unit shows moderate signs of use, including multiple scratches on the screen, bezel, and back casing. This unit includes the AC Adapter, Lightning Cable, and Earphones. This unit comes packaged in its original box."
